graph_id,repo_id,base_commit,repo,status,created_at,size
063ddf47-64c0-41c8-af79-78508531eaca,504e6886-fc01-417a-8c15-d89b5be55bf8,f68e4b1a29fc33542f74cde10ec6d9fb045ca37e,iamkun/dayjs,completed,2025-07-01 17:23:24.646675+00:00,0.775
ac4c080d-59c6-460d-af2e-77fa26064ac5,a231a631-9653-4f65-8b2b-de92e8798c9c,99589b08de8c5a2c6cc61e13a37420a868c80599,pylint-dev/pylint,completed,2025-02-25 14:27:57.849338+00:00,1.413
290177b4-b329-465d-8531-241a96e10691,1cec3bf9-bebe-44c4-84d7-06a23196e14c,6ed769d58d89380ebaa1ef52b300691eefda8928,astropy/astropy,completed,2025-02-25 15:04:39.115196+00:00,20.272
b0de35bf-e998-4e2d-884f-e0ec15bffbe4,68722d8f-669a-4101-8dde-75d3ea10773e,4c288bc97ea371817199908d0d9b12de9dae327e,pallets/flask,completed,2025-01-23 18:19:05.473280+00:00,0.792
e5c68149-327d-4ab8-acfb-2ade31f3cb67,70b8c0c6-7823-4373-a5b1-d056c2eaf0fc,fe693c492242ae532211e0c173324f09ca8cf227,psf/requests,completed,2025-01-23 18:21:07.289747+00:00,0.861
cad71765-9b2b-4e99-a11a-f88d51be1503,f2314cfd-5000-4378-aac0-fd61607a374a,0a4204fd7555cfedd43f43017c94d24ef48244a5,pylint-dev/pylint,completed,2025-01-23 18:25:20.976083+00:00,1.882
338b4d06-af2b-422f-990b-5de21fbee48a,be985c03-1712-42b7-8a95-95af44ddc711,bceadd2788dc2dad53eba0caae172bd8522fd483,django/django,completed,2025-01-23 18:11:37.819582+00:00,8.725
99060dd8-a156-49d9-bef6-b12cc8d89696,b515caef-62d0-483b-a23f-46d394f76b1b,f670fe78795b18eb1118707721852209cd77ad51,matplotlib/matplotlib,completed,2025-01-23 18:14:39.271455+00:00,10.989
b6576275-20ee-4636-8be0-777069ece2c5,560cff9b-7de5-4edf-ad8a-77e6a896065f,a5917978be39d13cd90b517e1de4e7a539ffaa48,astropy/astropy,completed,2025-01-23 18:59:32.284854+00:00,21.157
669d7ccf-b7e2-45f0-83cc-67876093cff7,16e3e0c4-9e29-4e1b-b9ef-cbbe96a162a2,0f5a013e2cf43562deec3b879458e59a73853813,mwaskom/seaborn,completed,2025-01-23 18:17:02.493701+00:00,1.674
3c035153-2a68-4cf0-a8e0-a5bc2b67afd5,e440de69-6cd5-462c-a1e8-ba40a2ce517a,8dcb12a6cf500e8738d6729ab954a261758f49ca,sympy/sympy,completed,2025-01-13 18:31:18.467855+00:00,10.871
c43d53eb-395d-43e3-8409-ba16c54d37c7,09cca07f-54c1-4d73-a026-8067cd6b831e,1e271b98cf81030f2619c78c43abd3a1f4e15a88,JudiniLabs/beluga-builder,completed,2025-01-23 20:28:24.282465+00:00,0.066
078682f0-ad98-45cd-a7bd-4432090a6db7,8e5711e1-4c2f-4335-8dcb-b0e75f52a08b,a64cf2d5476e7bbda099b34c40b7be1880dbd39a,pydata/xarray,completed,2025-01-23 21:28:37.625285+00:00,1.949
668e7ae2-734e-463a-92f5-7769817e3d0b,5e17857e-8e94-4fbf-b50e-4603f1ee99c7,c753b77ac49e72ebc0fe5e3c2369fe628f975017,scikit-learn/scikit-learn,completed,2025-01-23 21:33:43.947361+00:00,7.098
1877faa9-5742-4842-85d8-8e97514d8161,bf77e0b1-6154-48d0-9dac-c0f80f32db97,aa55975c7d3f6c9f6d7f68accc41bb7cadf0eb9a,pytest-dev/pytest,completed,2025-02-25 14:30:02.587762+00:00,3.209
63578b0d-f87e-48a3-823d-777704cd813d,af694375-8f03-4445-a1b2-04799d6947d1,195e911f1dab04b8ddeacbe04b7d214aaf81bb0b,sphinx-doc/sphinx,completed,2025-01-23 21:35:54.646109+00:00,4.287
f72a17f2-f91a-46f3-9ab4-91f02e66d763,b2babed7-8527-4499-8309-d68e8edf43bf,2f7415cfbc4b6ca62f9013f1abd27136f46b9653,pytest-dev/pytest,completed,2025-01-23 21:30:43.316368+00:00,3.427
48359b54-83b9-43a4-9c97-3df8bb5c6063,5ac1c36b-4ad8-4bb3-a1ee-f7950dd30022,49d10193f1334736650395a3de6da4a02b5f8f74,JudiniLabs/codebase-index-ts,completed,2025-02-19 16:45:35.165862+00:00,0.361
98386aed-f9f9-4183-9309-60744aa50c11,74b40a9e-cde0-4ff4-98d8-c066e2643143,091991be0da19de9108dbe5e3752917fea3d7fdc,psf/requests,completed,2025-01-23 22:36:50.501999+00:00,0.876
51d0a50a-e3db-4c3a-8981-49c24204b3c4,34480cbe-f740-427f-a486-56c86fb9d02e,4a9e54962a29c12a8b103d75f838e0e795a6974d,mwaskom/seaborn,completed,2025-01-23 22:34:27.563030+00:00,1.782
73bf26b3-eac2-48a8-9768-6676c6cc90b5,378fdf17-e072-4651-9bcd-af387b55d8ce,10ca84ffc56c2dd2d9dc4bd71b7b898e083500cd,pytest-dev/pytest,completed,2025-01-23 22:44:01.549570+00:00,2.484
8f4028e3-d2ad-451d-b7be-c31205f1508a,25a137f4-f336-47c6-9ccf-d90060638e44,98dc1f4ea18738492e074e9e51ddfed5cd30ab94,pydata/xarray,completed,2025-01-23 22:41:25.409753+00:00,1.975
2f3f70ac-f66c-4714-b835-eb031d8e32aa,f413e60a-a8b8-4888-b653-2b08165ed841,7269fa3e33e8d02485a647da91a5a2a60a06af61,astropy/astropy,completed,2025-01-23 22:26:22.844268+00:00,15.87
ffdffeb6-4910-452b-b1e7-1ccf548a8c80,eca1ba89-13c3-443a-8400-8142d36f8172,3c5eca2ded3dd2b59ebaf23eb289453b5d2930f0,pylint-dev/pylint,completed,2025-01-23 22:41:56.359313+00:00,2.329
908581b2-e64e-4597-a471-a5bb2326d67d,af4244bd-2886-4f9a-93a9-849a9d8fd7c7,3b5abf76597ce6aff76192869f92647c1b5259e7,scikit-learn/scikit-learn,completed,2025-01-23 22:47:55.726387+00:00,7.14
4e1d8f4b-ccb9-4282-8279-75ecdca89284,b9836da0-7257-4262-9f63-21f73858ee1e,71db08c05197545944949d5aa76cd340e7143627,sphinx-doc/sphinx,completed,2025-01-23 22:53:10.728516+00:00,3.735
bf962e1a-d2ea-460b-acfe-61e1b75a702c,08a4779d-ba94-4ad7-a1d0-377eb5cf77eb,5c2e1f96a7ff562d4a778f4ca9ffc9c81557197e,sympy/sympy,completed,2025-01-23 22:52:23.268461+00:00,18.003
de721370-f59f-4889-bd98-5c7be92bb68b,fe8962e2-474b-45c0-ad35-9a38bdaf69e8,a5f53e203c52a7605d5db799864046471115d04f,pydata/xarray,completed,2025-01-24 16:26:09.529915+00:00,2.083
3231ba0d-d517-4a34-81d6-c5a1d2c9c0e0,957768e1-df60-4412-9cdd-d709973a72cd,0be38a0c37c59c4b66ce908731da15b401655113,psf/requests,completed,2025-01-24 16:24:03.223043+00:00,0.927
d7642cfa-3a22-4a70-80a7-dce1118f481a,b87f5d5d-7150-4809-b4b4-675e4b601cda,ef082ebb84f00e38af4e8880d04e8365c2766d34,django/django,completed,2025-01-24 16:18:49.761659+00:00,8.725
644e8b57-871f-4b53-98fd-97c5ec2693fd,be96c06b-308b-4834-bcc0-854043a43b43,397c1703e8ae6349d33f7b99f45b2ccaf581e666,pylint-dev/pylint,completed,2025-01-24 16:28:16.494478+00:00,2.357
5157a590-3145-43ae-bdd5-70b2b285cc22,9e0dec86-a4fa-4f4e-88a4-1949b6eb9309,4a2fdce62b73944030cff9b3e52862868ca9584d,pytest-dev/pytest,completed,2025-01-24 16:30:21.719635+00:00,2.467
565ca8dc-b3b0-4dad-afc5-40c05e28f2c2,a24b37a7-2a5b-4b16-973e-fc8bcccf516a,96a02f3934952d486589dddd3f00b40d5a5ab5f2,scikit-learn/scikit-learn,completed,2025-01-24 16:33:42.034101+00:00,7.277
4b354efb-6c60-4345-86f7-65b9915b7cda,e739534c-1df3-4584-8b99-b7e4b4eadc7d,752d3285d250bbaf673cff25e83f03f247502021,sphinx-doc/sphinx,completed,2025-01-24 16:38:36.060043+00:00,4.888
9aeacba6-18b6-4d18-8c7d-ea0786125e05,98523957-5436-4df2-8cf7-2125059e340b,e2918c1205c47345eb73c9be68b14c0f15fdeb17,sympy/sympy,completed,2025-01-24 16:47:40.575114+00:00,11.089
96c93eb7-fe87-4f76-aec4-c422a6c4769c,b9c6066b-7739-4751-afb0-7661e1dfe388,b16c7d12ccbc7b2d20364b89fb44285bcbfede54,astropy/astropy,completed,2025-01-24 16:16:26.544889+00:00,15.745
18846f73-caf2-452c-865e-91e7b2dfe760,e3354b9d-c705-4d71-9416-7a2f3691b1b1,31eba1a76dd485dc633cae48227b46879eda5df4,sphinx-doc/sphinx,completed,2025-02-25 14:34:33.489620+00:00,4.294
ad256840-eca0-4c62-9ac0-62158a2f4ee0,e1cc217e-861c-4c69-8ea2-edd2922d794b,97523985b39ecde369d83352d7c3baf403b60a22,scikit-learn/scikit-learn,completed,2025-02-25 14:32:19.290109+00:00,7.245
9e9f8e05-c51a-4af4-a154-d51f9807a594,e14adf3c-4c5c-43db-845d-debf521ed340,ee32bfc1c263900d5c31cf8a8c5429048719e42a,nlohmann/json,completed,2025-07-01 17:21:05.231507+00:00,5.895
4ac16103-cd05-4cf4-9729-bebb07ad7f95,5382e3a1-aa4f-4099-85e4-b06c11ffe62e,84322a29ce9b0940335f8ab3d60e55192bef1e50,django/django,completed,2025-02-25 14:41:31.962381+00:00,8.893
dcf4caf4-26e1-4a40-b285-e8b956484509,7010ff5c-8c49-48b9-8692-d215f5986d50,b750a0e6ee76fb6b8a099a4d16ec51977be46bf6,astropy/astropy,completed,2025-02-25 14:39:11.009326+00:00,20.41
86e25bd3-9009-44c2-a617-c00cf2286206,aeec04e2-ec1a-43d4-86ae-2694d3634786,193e3825645d93c73e31cdceb6d742cc6919624d,sympy/sympy,completed,2025-02-26 19:14:29.090267+00:00,16.573
a3072e3b-3fd7-4678-b8d8-7c58b68f322b,9223d5eb-3cab-4ee1-8288-9a2d2fe5c10a,7fd2483bfee4720a31bce6f413fbb59a0ff7fdee,Vokturz/fast-embeddings-api,completed,2025-01-30 19:00:28.667198+00:00,0.009
6562e69e-7203-44d1-af50-a0287fcdd79a,f371a101-a3a7-4310-8c5e-987a8ad1e2f7,a787eb511f45159c8869d30e5a6ba1f91cb67709,darkreader/darkreader,completed,2025-07-01 17:25:26.838087+00:00,0.825
f37f6f47-1baa-407f-a52e-d1c350d33f07,46b63044-8908-429a-bf1d-7dc1a4d9bb01,51d37d1be95547059251076b3fadaa317750aab3,pydata/xarray,completed,2025-02-26 15:46:43.673926+00:00,3.064
862b237d-1ac9-40c5-937b-9b03e85613dd,1e77a093-88ff-4008-ba07-5b73708a32fa,6500928dc0e57be8f06d1162eacc3ba5e2eff692,astropy/astropy,completed,2025-02-26 12:55:28.955356+00:00,20.298
184a7c20-bed4-472f-a3ca-effe4e5103a7,026c7f23-e275-4823-814f-e55b76278691,c76af9ed6bb89bfba45b9f5bc1e635188278e2fa,astropy/astropy,completed,2025-02-07 14:12:44.068782+00:00,19.114
7b9d7def-4a78-4e0d-9ff2-c620dabd2537,d2ee07a3-f8c5-4fb0-992c-92efae11cd14,2aee6ccd7c7e1f8d282c1e7579f4ee546b838542,matplotlib/matplotlib,completed,2025-02-26 13:25:29.215556+00:00,11.373
65cc5a5e-1932-4297-9a26-4811fc46918b,219e26c1-745c-492b-b02f-468071e5618d,a36caf5c74fe654cedc488e8a8a05fad388f8406,sympy/sympy,completed,2025-02-26 13:49:26.139592+00:00,16.635
f1ddaf2a-2049-4dbc-87bc-f26a2d0c3103,0672b6cb-d10c-4164-8c75-224cdba2a9e4,0df94ff7097961e92fd7812036a24b145bc13ca8,astropy/astropy,completed,2025-02-26 18:30:26.817718+00:00,20.313
1d06bb43-db55-442b-8e86-195edece777b,762d5be3-7af9-42d7-a45c-103148ace2fc,81a4fd973d4cfcb25d01a7b0be62cdb28f82406d,sphinx-doc/sphinx,completed,2025-02-26 13:40:21.106806+00:00,4.329
8664b212-0978-415e-b364-1c00c6569b12,4db53aea-7068-4550-aecc-ee10d8571848,0192aac24123735b3eaf9b08df46429bb770c283,psf/requests,completed,2025-02-26 13:27:31.213150+00:00,0.304
e174aad1-9785-45cd-bfc8-b14589fdcb7b,1859aa93-bc44-4e2f-a0f9-e7014b0e377f,f8fab6f90233c7114d642dfe01a4e6d4cb14ee7d,django/django,completed,2025-02-26 13:23:01.096438+00:00,8.562
4f758716-6244-427d-9c8d-19b7a1ababc2,7654834a-280d-42c2-9058-8f0e87850837,1f8c4d9eb185c16a2c1d881c054f015e1c2eb334,pylint-dev/pylint,completed,2025-02-26 13:31:42.698303+00:00,2.509
5751e4c1-1440-45eb-be67-ce089b34d5da,43875d0e-4fd1-4d3f-a5e9-2d1b032536f5,3c88e520da24ae6f736929a750876e7654accc3d,psf/requests,completed,2025-02-26 15:21:10.641039+00:00,0.832
48710419-1d17-444f-b1a1-b79a05a87473,e41ee8c7-decd-4bfd-b328-49228c4df1ab,b1cb676cf92dd1a48365b731979833375b188bf2,sympy/sympy,completed,2025-02-26 15:57:44.614045+00:00,16.586
f7fd65b6-2303-4bde-921d-21f514dff506,99c13233-127a-41eb-914d-59f4ea5227ca,41fef6f1352be994cd90056d47440fe9aa4c068f,pydata/xarray,completed,2025-02-26 13:29:36.752861+00:00,3.103
4709bebe-bd02-484d-88ba-8e755e8e9a74,1cb29f3d-01f6-4d61-8045-8b92eeb1e03a,19cc80471739bcb67b7e8099246b391c355023ee,astropy/astropy,completed,2025-02-26 15:13:56.447447+00:00,20.296
36493ebc-82b4-4104-bd22-068e05dd9081,4e52bec3-c125-4b7a-bbce-0860b96c28ca,93e892bb645b16ebaf287beb5fe7f3ffe8d10408,django/django,completed,2025-02-12 22:12:43.772117+00:00,8.696
527b3d82-79f0-4f25-b632-b6fee736f999,1a445287-96f6-43e9-ad10-a39e1ef0c049,36453b95b13079296776d11b09cab2567ea3e703,psf/requests,completed,2025-02-12 21:23:13.257550+00:00,0.932
60c32ace-3f32-4912-b73a-781c7a3eeb45,9054019c-3393-443d-a5fb-7e5442afa5fb,4143356c3c51831300789e4fdf795d83716dbab6,scikit-learn/scikit-learn,completed,2025-02-12 21:33:28.293320+00:00,7.339
73a896af-8f18-4209-8984-ab536f12f90d,07f02532-7447-4791-9ba2-ace8f5d2bc45,2051e30b9b596e944524ccb787ed20f9f5be93e3,pytest-dev/pytest,completed,2025-02-12 21:36:53.963170+00:00,2.467
1c2aff50-d689-4bf2-8a03-9085559bcbcd,3fbf2e88-0554-4fba-a790-ebfa15337e25,c087d717f6ed183dd422359bf91210dc59689d63,sphinx-doc/sphinx,completed,2025-02-12 21:36:55.375991+00:00,4.899
bdcd6dfb-959d-473a-9137-9b7ebee18614,b17c9bed-4eff-457b-afb8-d93b72b0cc8a,d597f252915ddcaaa15ccdfcb35670152cb83587,pylint-dev/pylint,completed,2025-02-12 21:36:55.577706+00:00,2.357
f8cfc176-41e9-451b-b5ba-ad5b4dec3608,4349d2c6-6d70-443f-b782-176f84500c56,ca6ef27272be31c9dc3753ede9232c39df9a75d8,sympy/sympy,completed,2025-02-12 21:44:09.097577+00:00,11.152
8f3f7ef1-b293-4233-a4e6-3402bfa1c759,808e8718-8c16-4680-b5d6-5e0b0f9c8569,3eadeacc06c9f2ddcdac6ae39819faa9fbee9e39,matplotlib/matplotlib,completed,2025-02-12 23:01:03.094344+00:00,10.958
aef47cff-4b18-4c2e-bcdb-ed3c0b2b5168,7d409eb6-1f57-4d34-a3bf-18b3f441d335,82ef497a8c88f0f6e50d84520e7276bfbf65025d,sphinx-doc/sphinx,completed,2025-02-13 04:41:16.519224+00:00,5.077
0400a1c9-2884-4812-90ac-2ca11497b3c2,cd9f9e46-1145-43ca-89c7-7758e032699e,00afcc0c6d4d2e4390338127f05b8f4fdb4e7087,matplotlib/matplotlib,completed,2025-02-13 04:32:51.907009+00:00,11.391
61ca3e02-b9da-4355-b49b-b43037b17f7a,f761a433-f97e-44d9-aa74-e74e9c602830,450d2646233c670654744d3d24330b69895bb9d2,pytest-dev/pytest,completed,2025-02-12 23:03:07.603968+00:00,2.461
96eb4b7a-77b0-4f11-aa1a-c4bf8fdddc3e,10ec2b30-da85-4998-83fa-d6ac43a3d9ea,4ec6cbe341fd84468c448e20082c778043bbea4b,sphinx-doc/sphinx,completed,2025-02-12 23:09:21.871866+00:00,4.974
15386855-854a-44fe-95f9-2a39ddf5c5f3,8ae5cc35-f523-4b1c-bb8e-88becfe58718,02dc9ed680e7f53f1b0d410dcdd37341c7958eb1,scikit-learn/scikit-learn,completed,2025-02-12 23:07:22.664712+00:00,7.608
e1376875-61e8-4f7a-bfc9-59e8c01bb10d,b9acabaf-8afe-41ab-81c8-0838b00af947,d60497958f6dea7f5e25bc41e9107a6a63694d01,sympy/sympy,completed,2025-02-12 23:11:44.240613+00:00,11.154
9805b6d4-76da-4e32-b2af-7f45620a1787,eb8d5a3f-0719-4380-a164-66dd625bc772,69356d20cfee9a81972dcbf93d8caf9eabe113e8,pytest-dev/pytest,completed,2025-02-13 04:42:33.029729+00:00,3.142
261ccf3c-f672-4d95-a702-e693f55a6e84,f92db3f5-948e-4a17-8188-07b75f7486bc,d0ab2ff030edfecf74373de8ca16e9d09a273afa,anuraghazra/github-readme-stats,completed,2025-07-01 17:24:42.805108+00:00,0.387
d5837002-2c91-409c-a6c6-9ec1e24f008d,da2d5430-d98c-4677-aacc-c440ffbcd5a8,1aefb24b37c30fba8fd79a744829ca16e252f340,pytest-dev/pytest,completed,2025-02-13 00:40:41.150006+00:00,2.472
